meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label,sex
0.195542428,0.062672047,0.184885496,0.138931298,0.259338422,0.120407125,2.325123434,9.792753011,0.885539127,0.346797537,0.269669211,0.195542428,0.135178951,0.047151277,0.279069767,0.530078125,0.0234375,3.84375,3.8203125,0.081235456,male,
0.200717124,0.062786487,0.230063694,0.135987261,0.259044586,0.123057325,1.601093907,4.531100471,0.871437129,0.258167142,0.267961783,0.200717124,0.120979897,0.047012733,0.279069767,0.667220745,0.0234375,3.515625,3.4921875,0.100372856,male,
0.195680246,0.059588656,0.221933842,0.130025445,0.248295165,0.11826972,2.477426098,9.361352222,0.880763007,0.314705323,0.240814249,0.195680246,0.125406013,0.054298643,0.277456647,1.091145833,0.0234375,5.390625,5.3671875,0.14819869,male,
0.194573737,0.060471148,0.190784314,0.137254902,0.252091503,0.114836601,1.413534542,4.288913461,0.895305645,0.33022924,0.129019608,0.194573737,0.134377532,0.046920821,0.277456647,0.62578125,0.1640625,4.1015625,3.9375,0.052040816,male,
0.193500484,0.059755627,0.205846599,0.134934877,0.248798842,0.113863965,1.908695814,6.731286843,0.884480807,0.294634599,0.119536903,0.193500484,0.135166577,0.047151277,0.279069767,1.29672476,0.0234375,4.9921875,4.96875,0.14593762,male,
0.194216906,0.065705295,0.191339648,0.133748309,0.259539919,0.12579161,2.350557874,9.29922848,0.893323633,0.403050154,0.26105548,0.194216906,0.126158677,0.047808765,0.279069767,1.102864583,0.0234375,5.015625,4.9921875,0.184319249,male,
0.195192957,0.060882599,0.207221511,0.136235595,0.250601793,0.114366197,1.904404202,6.729391059,0.895848804,0.358281421,0.247733675,0.195192957,0.135050061,0.046966732,0.279069767,1.448863636,0.0234375,10.078125,10.0546875,0.115598687,male,
0.202811911,0.060935683,0.232316076,0.137711172,0.256730245,0.119019074,2.223248085,7.696425604,0.872304427,0.284037286,0.256730245,0.202811911,0.138274127,0.049433574,0.277456647,0.734964623,0.0234375,2.765625,2.7421875,0.123397436,male,
0.196095994,0.062070686,0.226296743,0.13172497,0.250952955,0.119227986,2.354320665,8.955863893,0.877975998,0.316973274,0.242509047,0.196095994,0.132836809,0.047337278,0.277456647,1.519396552,0.0234375,9.703125,9.6796875,0.115510611,male,
0.19934087,0.060290594,0.232136752,0.135213675,0.252079772,0.116866097,1.970355638,6.835085745,0.873595162,0.27230798,0.126438746,0.19934087,0.135528032,0.04719764,0.279069767,0.818317819,0.0234375,5.015625,4.9921875,0.083866837,male,
0.200986402,0.062353833,0.233125926,0.13522963,0.2576,0.12237037,2.057470658,7.166131634,0.874187077,0.273485357,0.2688,0.200986402,0.134594209,0.049792531,0.279069767,1.21875,0.0234375,11.2734375,11.25,0.088935185,male,
0.20213383,0.061697543,0.238561549,0.136320885,0.256763485,0.1204426,2.031400867,6.767668239,0.860176549,0.23934177,0.245532503,0.20213383,0.121551653,0.04729064,0.253968254,0.894191576,0.0234375,10.453125,10.4296875,0.080637575,male,
0.196254708,0.062764576,0.206083214,0.136585366,0.256298422,0.119713056,1.876376803,5.797217351,0.866952741,0.273607014,0.122926829,0.196254708,0.123262125,0.047058824,0.252631579,1.11040684,0.0234375,7.2890625,7.265625,0.068247944,male,
0.189172238,0.057321508,0.164656716,0.142925373,0.254925373,0.112,1.612681819,4.676641509,0.873848246,0.243626985,0.263283582,0.189172238,0.132000652,0.047105005,0.279069767,0.52171875,0.0234375,2.15625,2.1328125,0.09775641,male,
0.198480469,0.063196896,0.199936809,0.137124803,0.258325434,0.121200632,2.464330417,10.05903311,0.861033308,0.275470529,0.256556082,0.198480469,0.132247245,0.049484536,0.266666667,1.444972826,0.140625,12.0234375,11.8828125,0.095332018,male,
0.196316076,0.063697309,0.175053111,0.138937785,0.262579666,0.123641882,2.234222278,7.913538724,0.871227659,0.331613106,0.135538695,0.196316076,0.14019523,0.046966732,0.275862069,1.558814858,0.0234375,5.390625,5.3671875,0.166452607,male,
0.205059568,0.062932023,0.235652174,0.136521739,0.263043478,0.126521739,2.049200149,7.263117209,0.877070687,0.291566887,0.269130435,0.205059568,0.125847386,0.04743083,0.274285714,1.04953125,0.0234375,4.734375,4.7109375,0.120957711,male,
0.202965448,0.064011539,0.229193548,0.139247312,0.26344086,0.124193548,2.333173172,8.519889238,0.869846143,0.309446857,0.278870968,0.202965448,0.128287344,0.04719764,0.277456647,1.035435268,0.0234375,5.0859375,5.0625,0.106570513,male,
0.204047886,0.061342378,0.236210046,0.135844749,0.25890411,0.123059361,1.794242928,5.461879888,0.862675796,0.222308831,0.121780822,0.204047886,0.125373986,0.049740933,0.279069767,0.565625,0.0234375,2.8125,2.7890625,0.095951108,male,
0.200455872,0.06214739,0.230315789,0.137684211,0.258105263,0.120421053,2.133223131,8.132156695,0.874633117,0.277665091,0.258947368,0.200455872,0.134514388,0.048780488,0.279069767,0.610809949,0.0234375,3.234375,3.2109375,0.101872421,male,
0.194580482,0.061946149,0.177634409,0.135107527,0.258924731,0.123817204,1.969884187,7.334277944,0.883424907,0.287794361,0.266451613,0.194580482,0.121185579,0.047952048,0.277456647,1.001302083,0.0234375,5.15625,5.1328125,0.084148728,male,
0.201383386,0.063089499,0.234865672,0.136238806,0.258268657,0.122029851,1.775005294,5.181901695,0.869923708,0.269621081,0.264537313,0.201383386,0.128463971,0.04729064,0.259459459,0.905208333,0.0234375,4.453125,4.4296875,0.119179894,male,
0.203361436,0.061937599,0.235921288,0.136243292,0.255957066,0.119713775,1.74318225,5.177275035,0.876063394,0.312363275,0.2619678,0.203361436,0.136017756,0.047477745,0.277456647,1.521033654,0.0234375,7.96875,7.9453125,0.102907712,male,
0.190007672,0.062278389,0.195932203,0.133220339,0.24779661,0.114576271,1.321609006,3.951188626,0.905384372,0.350615965,0.118644068,0.190007672,0.127213493,0.047105005,0.279069767,1.138972356,0.0234375,4.3828125,4.359375,0.153413353,male,
0.186403501,0.062801195,0.167216783,0.135496503,0.249846154,0.11434965,1.444144688,4.774041251,0.911353481,0.424355198,0.149202797,0.186403501,0.12722427,0.04743083,0.279069767,1.096875,0.0234375,4.96875,4.9453125,0.103544199,male,
0.190311342,0.061229518,0.191111111,0.134603175,0.246666667,0.112063492,1.172104788,3.206938905,0.899915746,0.322657968,0.113968254,0.190311342,0.131092308,0.047666336,0.279069767,1.241319444,0.0234375,15.703125,15.6796875,0.037960887,male,
0.182208696,0.062271994,0.163360947,0.131218935,0.242556213,0.111337278,1.078455149,3.53345571,0.922730432,0.401103566,0.134532544,0.182208696,0.133067379,0.047151277,0.275862069,0.949966755,0.0234375,4.265625,4.2421875,0.099309392,male,
0.186224878,0.055963915,0.201319681,0.125506257,0.235085324,0.109579067,1.635029156,5.440384986,0.910114604,0.396274113,0.247508532,0.186224878,0.128063114,0.047619048,0.277456647,0.735351563,0.0234375,2.671875,2.6484375,0.118221012,male,
0.176815551,0.064745956,0.177027708,0.126599496,0.231687657,0.105088161,0.919203539,3.150691229,0.949266447,0.610953128,0.114609572,0.176815551,0.141805795,0.047666336,0.279069767,1.005774457,0.0234375,6.1640625,6.140625,0.077986383,male,
0.186074595,0.065966266,0.192868217,0.129612403,0.24744186,0.117829457,1.496911115,5.104349864,0.924483857,0.463186587,0.136434109,0.186074595,0.131363441,0.047105005,0.277456647,0.675707547,0.0234375,4.2890625,4.265625,0.080943447,male,
0.179134762,0.055862314,0.163607843,0.142745098,0.228026144,0.085281046,1.934230113,7.525374523,0.919427144,0.450082479,0.155555556,0.179134762,0.130231475,0.048830112,0.271186441,0.758976064,0.0234375,3.8203125,3.796875,0.103988604,male,
0.176361135,0.055298539,0.164199744,0.127989757,0.229449424,0.101459667,1.362279712,4.282859129,0.916700176,0.416363639,0.120819462,0.176361135,0.141236207,0.047058824,0.277456647,1.374565972,0.0234375,5.25,5.2265625,0.116872197,male,
0.180190968,0.061104849,0.178399146,0.12909285,0.23547492,0.10638207,0.589787464,2.527880398,0.942037155,0.494260073,0.12072572,0.180190968,0.118432277,0.046920821,0.279069767,0.72963627,0.0234375,3.9375,3.9140625,0.103897468,male,
0.17213011,0.052122192,0.169406393,0.137442922,0.207442922,0.07,1.089933928,3.996472423,0.932482211,0.466362753,0.148630137,0.17213011,0.129676973,0.047105005,0.279069767,0.925117925,0.0234375,4.3828125,4.359375,0.131541219,male,
0.181222594,0.059766563,0.176699029,0.129398058,0.23976699,0.110368932,0.916961275,3.558190202,0.941124924,0.487553488,0.246019417,0.181222594,0.137259432,0.047524752,0.275862069,1.125,0.0234375,6.1171875,6.09375,0.067846154,male,
0.174429618,0.066407538,0.152727273,0.130056818,0.232670455,0.102613636,1.527995018,5.236955076,0.925296765,0.506057274,0.144772727,0.174429618,0.122478854,0.047058824,0.274285714,1.136432927,0.0234375,6.3046875,6.28125,0.085601405,male,
0.183898547,0.0587486,0.19839196,0.12241206,0.238070352,0.115658291,2.644448867,11.34171191,0.904130184,0.386429473,0.121567839,0.183898547,0.12781035,0.047713718,0.279069767,1.283501059,0.0234375,7.2421875,7.21875,0.123189311,male,
0.184225006,0.052312553,0.198369906,0.138244514,0.224702194,0.08645768,1.230137655,3.664706268,0.911842319,0.352112335,0.224702194,0.184225006,0.139464857,0.047058824,0.279069767,1.013392857,0.0234375,4.3125,4.2890625,0.11239108,male,
0.195948866,0.060975987,0.22240866,0.129959405,0.25120433,0.121244926,1.837986314,6.065461804,0.889852133,0.299102229,0.259161028,0.195948866,0.126705319,0.047571853,0.279069767,0.936458333,0.0234375,3.6328125,3.609375,0.117760618,male,
0.183551581,0.052912257,0.185812357,0.142883295,0.22201373,0.079130435,1.151452579,4.205276254,0.924421686,0.375796211,0.220732265,0.183551581,0.123960464,0.047151277,0.279069767,0.77765625,0.0234375,8.015625,7.9921875,0.091258204,male,
0.192132292,0.05781815,0.211958042,0.131188811,0.239370629,0.108181818,1.116521329,3.492169445,0.906151252,0.319621159,0.215874126,0.192132292,0.131797065,0.047619048,0.274285714,0.9421875,0.0234375,4.5,4.4765625,0.134904014,male,
0.188848171,0.056133145,0.18888361,0.140332542,0.239429929,0.099097387,0.548742705,2.293368,0.930408032,0.381327538,0.114061758,0.188848171,0.128803421,0.046966732,0.279069767,1.29765625,0.0234375,7.8046875,7.78125,0.089970995,male,
0.179298898,0.059757059,0.208076923,0.116153846,0.228846154,0.112692308,2.536987243,10.49063467,0.884004448,0.330104078,0.211923077,0.179298898,0.125719064,0.04729064,0.272727273,0.965924202,0.0234375,7.78125,7.7578125,0.0963957,male,
0.174076641,0.055988285,0.172740316,0.123328551,0.221750359,0.098421808,1.300944617,4.031301579,0.921562161,0.448641507,0.227374462,0.174076641,0.128453661,0.047856431,0.277456647,1.217285156,0.0234375,4.125,4.1015625,0.2,male,
0.179427349,0.056746794,0.175099715,0.136011396,0.229344729,0.093333333,0.746617368,2.864237937,0.93714157,0.494147624,0.166723647,0.179427349,0.133980383,0.047666336,0.279069767,1.217773438,0.0234375,4.3125,4.2890625,0.186554835,male,
0.175509597,0.062114206,0.180254453,0.129669211,0.223715013,0.094045802,1.003861584,3.229804613,0.945116599,0.585704122,0.186666667,0.175509597,0.135103892,0.047151277,0.268156425,1.04859375,0.0234375,4.453125,4.4296875,0.152777778,male,
0.188789992,0.062271508,0.203604938,0.12617284,0.24508642,0.11891358,1.274813705,3.938900938,0.923603343,0.464591216,0.242320988,0.188789992,0.115077762,0.047151277,0.269662921,1.147986779,0.0234375,4.921875,4.8984375,0.112657677,male,
0.186968185,0.054703585,0.180148588,0.141456166,0.238811293,0.097355126,0.654209226,2.46256132,0.923931948,0.350318042,0.249628529,0.186968185,0.124293936,0.046920821,0.266666667,1.368351064,0.0234375,4.5234375,4.5,0.174669715,male,
0.179639633,0.058498055,0.198461538,0.119230769,0.232307692,0.113076923,1.858160426,6.317356062,0.900324572,0.381048155,0.116153846,0.179639633,0.118863069,0.048435923,0.268156425,1.252659574,0.0234375,6.65625,6.6328125,0.091620394,male,
0.178590383,0.056115623,0.161966527,0.140292887,0.232259414,0.091966527,2.192933033,9.592376797,0.920071913,0.417513295,0.160209205,0.178590383,0.1309104,0.049740933,0.279069767,1.213001179,0.0234375,8.109375,8.0859375,0.073254282,male,
0.176526922,0.062238741,0.184940555,0.11984148,0.23672391,0.116882431,1.599843813,5.815184767,0.923802374,0.465291596,0.100237781,0.176526922,0.136571743,0.048289738,0.279069767,1.175223214,0.0234375,11.1328125,11.109375,0.101756452,male,
0.181019996,0.059629393,0.163738318,0.137570093,0.234392523,0.09682243,1.541186129,5.231348253,0.924803115,0.468432708,0.135700935,0.181019996,0.139198013,0.047244094,0.279069767,1.431525735,0.0234375,5.578125,5.5546875,0.137418489,male,
0.184105806,0.064113548,0.197461617,0.126100307,0.243316274,0.117215967,0.867346369,2.915316398,0.932894121,0.474110867,0.110910952,0.184105806,0.125775093,0.047244094,0.279069767,0.748139881,0.0234375,3.375,3.3515625,0.117531591,male,
0.182282196,0.063029958,0.199111111,0.121955556,0.236859259,0.114903704,1.487955377,5.006035444,0.913945499,0.431141901,0.113244444,0.182282196,0.121879962,0.047904192,0.277456647,1.375332447,0.0234375,9.3515625,9.328125,0.098468533,male,
0.190812816,0.05717819,0.200376028,0.139835488,0.237226792,0.097391304,0.979350825,3.605464809,0.930393083,0.431850647,0.115487662,0.190812816,0.139260427,0.047619048,0.277456647,0.586914063,0.0234375,3.75,3.7265625,0.098584906,male,
0.183459741,0.068648093,0.183218117,0.129153754,0.254970203,0.125816448,1.73865494,6.205623212,0.925712679,0.508128792,0.130488677,0.183459741,0.128333035,0.048338369,0.279069767,0.669375,0.0234375,4.3359375,4.3125,0.089266304,male,
0.191959226,0.063816375,0.212787944,0.128998924,0.251668461,0.122669537,1.438154099,5.311198191,0.905752796,0.320133063,0.110914962,0.191959226,0.1287167,0.047058824,0.271186441,0.899364407,0.0234375,5.859375,5.8359375,0.049076305,male,
0.175356876,0.067335969,0.179407407,0.120296296,0.236444444,0.116148148,0.997495348,3.34843979,0.949879563,0.614717803,0.121333333,0.175356876,0.138120773,0.047105005,0.271186441,1.210746951,0.0234375,4.265625,4.2421875,0.130870166,male,
0.180166009,0.062282577,0.160786026,0.125633188,0.240567686,0.114934498,1.018804521,3.035873969,0.917097648,0.392966105,0.143668122,0.180166009,0.127775648,0.047571853,0.277456647,0.954659598,0.0234375,3.890625,3.8671875,0.176010101,male,
0.17761538,0.054720903,0.171089109,0.135841584,0.225346535,0.08950495,0.978014632,3.498298199,0.925636115,0.409184946,0.144950495,0.17761538,0.131454825,0.048780488,0.279069767,0.522758152,0.0234375,2.953125,2.9296875,0.093904762,male,
0.177778044,0.053486892,0.164043849,0.138806334,0.223727162,0.084920828,1.652175321,7.107536752,0.917299634,0.355974521,0.161997564,0.177778044,0.127352513,0.048192771,0.279069767,0.951286765,0.0234375,4.7578125,4.734375,0.118285233,male,
0.180473579,0.065063493,0.197665904,0.119496568,0.239313501,0.119816934,2.216926159,8.245347987,0.917535886,0.499575656,0.240915332,0.180473579,0.133699449,0.048192771,0.279069767,0.789741848,0.0234375,3.515625,3.4921875,0.110067114,male,
0.178450002,0.060247511,0.162157093,0.131957796,0.23109027,0.099132474,1.231658602,4.002848033,0.924494624,0.441528461,0.160187573,0.178450002,0.133257016,0.04743083,0.277456647,0.770507813,0.0234375,3.7734375,3.75,0.103443878,male,
0.167251927,0.070268497,0.164293381,0.121717352,0.231413238,0.109695886,0.942655202,3.051656146,0.95031185,0.619948819,0.248443649,0.167251927,0.136561709,0.048,0.279069767,0.749348958,0.0234375,4.453125,4.4296875,0.16504523,male,
0.167831709,0.068500689,0.15706177,0.128547579,0.236994992,0.108447412,1.72517511,5.448217119,0.930259709,0.561159316,0.140701169,0.167831709,0.12681067,0.048144433,0.272727273,0.58125,0.0234375,4.03125,4.0078125,0.079119367,male,
0.190887658,0.061399228,0.199084406,0.131788269,0.249957082,0.118168813,1.271246187,4.142150164,0.91109242,0.367495722,0.130586552,0.190887658,0.12070241,0.047012733,0.277456647,0.567325368,0.0234375,2.109375,2.0859375,0.065751144,male,
0.144904204,0.082745292,0.129261939,0.073342981,0.241910275,0.168567294,1.436073393,5.095229063,0.945096177,0.586564821,0.268654124,0.144904204,0.145539829,0.048289738,0.279069767,0.756696429,0.0234375,4.125,4.1015625,0.106493506,male,
0.150558879,0.072989014,0.146774194,0.102903226,0.21483871,0.111935484,0.875711726,3.379730759,0.966599344,0.702967179,0.142903226,0.150558879,0.132566445,0.047105005,0.279069767,0.866753472,0.0234375,4.40625,4.3828125,0.171954843,male,
0.188128358,0.06820734,0.201082803,0.129745223,0.252802548,0.123057325,1.330874091,3.847059824,0.910791222,0.42897747,0.141783439,0.188128358,0.129493846,0.046920821,0.274285714,0.914607558,0.0234375,4.265625,4.2421875,0.133588327,male,
0.191013774,0.064323025,0.215548317,0.126471227,0.250206298,0.123735071,2.285893129,9.657677109,0.905222446,0.394866886,0.127079262,0.191013774,0.128816937,0.04719764,0.279069767,1.467447917,0.0234375,4.9453125,4.921875,0.143722944,male,
0.176848865,0.057813439,0.158380368,0.129521472,0.226404908,0.096883436,1.175355576,3.86351157,0.915841102,0.371019944,0.105128834,0.176848865,0.114880852,0.047384008,0.26519337,1.086063508,0.0234375,8.90625,8.8828125,0.074804425,male,
0.186836098,0.058489301,0.207701493,0.124537313,0.237373134,0.112835821,2.159518116,8.75176512,0.902162227,0.368383475,0.116597015,0.186836098,0.133291954,0.047244094,0.279069767,0.66796875,0.0234375,3.796875,3.7734375,0.112128146,male,
0.181672726,0.067866611,0.206649874,0.122367758,0.249319899,0.126952141,2.17029224,7.786877016,0.901686329,0.439172745,0.25743073,0.181672726,0.125610891,0.047105005,0.274285714,0.630208333,0.0234375,4.5,4.4765625,0.094095404,male,
0.176248964,0.076477308,0.189526462,0.11816156,0.251532033,0.133370474,2.258821214,9.384603982,0.940659366,0.584654061,0.25816156,0.176248964,0.130734532,0.048,0.279069767,0.4640625,0.0234375,3.0703125,3.046875,0.067482517,male,
0.185796248,0.070828739,0.202539683,0.127301587,0.251111111,0.123809524,1.477542877,4.507710673,0.928751847,0.521213263,0.135873016,0.185796248,0.140387682,0.047151277,0.279069767,1.140477594,0.0234375,4.640625,4.6171875,0.107150739,male,
0.139956895,0.07276145,0.126223404,0.076329787,0.207765957,0.13143617,0.608051472,2.810041098,0.965213677,0.69485901,0.099787234,0.139956895,0.124225755,0.047619048,0.272727273,0.877554087,0.0234375,6.0234375,6,0.103972739,male,
0.182128932,0.058268657,0.161430615,0.14260372,0.23713877,0.09453505,2.505214748,11.75009194,0.908334027,0.397581615,0.152618026,0.182128932,0.137326778,0.048387097,0.274285714,1.39359375,0.0234375,7.4296875,7.40625,0.137383049,male,
0.176598764,0.059610285,0.165658057,0.122263223,0.234194342,0.111931119,1.720692002,6.177688862,0.924115544,0.467099724,0.119163592,0.176598764,0.112063501,0.047058824,0.277456647,1.373766447,0.0234375,6.4921875,6.46875,0.121108427,male,
0.180714103,0.067019267,0.182244389,0.129526185,0.243690773,0.114164589,0.689342296,2.683593333,0.956977652,0.635465962,0.273715711,0.180714103,0.129324918,0.047012733,0.275862069,1.340242347,0.0234375,9.0703125,9.046875,0.102861517,male,
0.183373877,0.058281256,0.165506073,0.133387314,0.236923077,0.103535762,1.123601059,3.599443259,0.916240525,0.386041304,0.161349528,0.183373877,0.129884596,0.04719764,0.277456647,1.068933824,0.0234375,4.5,4.4765625,0.115066899,male,
0.183705844,0.064713125,0.18185567,0.131701031,0.246804124,0.115103093,1.439253886,4.996870607,0.933255311,0.516995987,0.138917526,0.183705844,0.130354227,0.046920821,0.279069767,1.363511029,0.0234375,6.84375,6.8203125,0.155708286,male,
0.161616486,0.07340868,0.154457516,0.112732026,0.230222222,0.117490196,1.163456741,4.268251772,0.956182625,0.653194176,0.11675817,0.161616486,0.130368431,0.047058824,0.275862069,0.53125,0.0234375,3.3515625,3.328125,0.096163186,male,
0.179384145,0.067144055,0.171078838,0.126348548,0.24340249,0.117053942,1.188068757,3.763930438,0.939612232,0.547434507,0.139709544,0.179384145,0.12682662,0.047713718,0.279069767,1.090507075,0.0234375,5.0625,5.0390625,0.133023256,male,
0.183663813,0.056695134,0.199279279,0.123603604,0.221981982,0.098378378,1.500644458,4.902900148,0.90617084,0.371592762,0.216432432,0.183663813,0.123358006,0.050901379,0.275862069,1.2234375,0.0234375,4.96875,4.9453125,0.216728577,male,
0.176924945,0.059699791,0.193670473,0.110081566,0.211941272,0.101859706,2.721678218,12.41965195,0.897406269,0.390229151,0.207373573,0.176924945,0.131257157,0.04729064,0.279069767,1.11328125,0.0234375,4.734375,4.7109375,0.149016821,male,
0.178613123,0.058259804,0.193768116,0.121231884,0.216594203,0.095362319,1.68908903,6.360130892,0.920395687,0.450360606,0.20442029,0.178613123,0.124998434,0.048,0.271186441,1.423677885,0.0234375,5.34375,5.3203125,0.207566727,male,
0.181644607,0.058140935,0.191843393,0.128809135,0.214225122,0.085415987,1.917945594,7.23111197,0.896123482,0.322414949,0.196867863,0.181644607,0.110725492,0.047244094,0.274285714,0.499273256,0.0234375,4.6875,4.6640625,0.057080273,male,
0.181798988,0.058102072,0.192037325,0.123670295,0.225567652,0.101897356,1.091659584,4.009294688,0.925575397,0.427947098,0.190730949,0.181798988,0.110585853,0.049740933,0.274285714,0.7890625,0.0234375,4.359375,4.3359375,0.062312312,male,
0.18087905,0.062298387,0.189411765,0.121058824,0.224411765,0.103352941,1.079710792,3.356860226,0.929877341,0.502994699,0.223176471,0.18087905,0.129785456,0.04729064,0.277456647,1.387276786,0.0234375,5.15625,5.1328125,0.184447212,male,
0.191853569,0.059721567,0.212,0.134,0.236,0.102,1.254993162,4.246385093,0.919802319,0.444194324,0.2235,0.191853569,0.119381564,0.051391863,0.275862069,1.430989583,0.0234375,11.5546875,11.53125,0.095460705,male,
0.186317595,0.055210888,0.20556962,0.126708861,0.222405063,0.095696203,2.116778516,7.431563661,0.887691606,0.291939425,0.221075949,0.186317595,0.119742697,0.04743083,0.272727273,0.781427557,0.0234375,5.0859375,5.0625,0.125115741,male,
0.18717832,0.058628812,0.198947368,0.133765182,0.223319838,0.089554656,1.895353116,6.903783698,0.894822618,0.35255569,0.200647773,0.18717832,0.114047865,0.046966732,0.279069767,1.307692308,0.0234375,4.59375,4.5703125,0.14968815,male,
0.180507097,0.059436461,0.20185008,0.119681021,0.226411483,0.106730463,1.669101606,5.835153361,0.919170206,0.472428789,0.210781499,0.180507097,0.147369343,0.048387097,0.277456647,0.682528409,0.0234375,4.3828125,4.359375,0.119784946,male,
0.184000023,0.057015618,0.202792321,0.120209424,0.223804538,0.103595113,1.462948054,4.524994911,0.894354713,0.2958747,0.208656195,0.184000023,0.117887016,0.048,0.279069767,0.790178571,0.0234375,5.109375,5.0859375,0.072113588,male,
0.182069978,0.057876556,0.191935484,0.120806452,0.220537634,0.099731183,1.776640571,6.101896068,0.899015333,0.331702984,0.185913978,0.182069978,0.128235277,0.046920821,0.279069767,1.13060462,0.0234375,5.0859375,5.0625,0.151967593,male,
0.180498409,0.05798172,0.195616438,0.116986301,0.224863014,0.107876712,1.771083454,6.749515658,0.899581323,0.362671993,0.195616438,0.180498409,0.1215159,0.048096192,0.277456647,0.628605769,0.0234375,4.78125,4.7578125,0.102701896,male,
